650650.95	9387739.97	650659.53	9387722.27
650654.44	9387741.46	650663.17	9387722.81
650664.47	9387700.63	650662.12	9387710.98
650645.09	9387699.33	650650.19	9387681.96
650632.09	9387822.07	650661.43	9387811.63
650625.61	9387854.94	650647.89	9387828.12
650643.66	9387852.73	650646.87	9387843.25
650641.48	9387848.99	650649.48	9387829.76
650637.76	9387875.99	650651.42	9387848.77
650644.08	9387871.12	650653.84	9387852.35
650625.44	9387898.23	650614.72	9387900.47
650621.72	9387899.78	650600.07	9387906.03
650619.25	9387905.87	650600.72	9387913.60
650553.54	9388011.53	650557.78	9387994.42
650520.69	9388028.32	650510.19	9388049.52
650503.66	9388076.29	650508.56	9388060.60
650507.37	9388062.21	650514.84	9388043.05
650516.74	9388023.51	650510.76	9388038.05
650511.19	9388033.59	650508.91	9388040.42
650520.21	9388018.25	650509.41	9388033.47
650512.36	9388025.85	650506.61	9388036.91
650507.96	9388040.06	650509.74	9388031.11
650509.03	9388028.06	650506.95	9388032.05
650508.70	9388029.47	650505.30	9388037.09
650506.82	9388035.49	650508.31	9388031.21
650506.71	9388041.19	650508.22	9388034.37
650515.53	9388042.16	650512.26	9388053.03
650513.14	9388058.48	650503.63	9388078.59
650506.20	9388076.41	650502.73	9388084.42
650500.70	9388071.14	650497.62	9388079.59
650494.76	9388082.19	650503.19	9388064.13
650498.92	9388068.77	650502.58	9388062.24
650499.44	9388065.93	650497.87	9388069.11
650526.48	9388070.09	650522.75	9388081.93
650521.70	9388086.11	650522.45	9388080.82
650521.79	9388085.29	650520.13	9388090.49
650521.00	9388089.63	650520.72	9388092.90
650521.42	9388089.65	650520.90	9388092.74
650521.33	9388092.86	650516.92	9388101.81
650516.93	9388095.79	650513.78	9388106.70
650512.63	9388101.82	650515.12	9388094.91
650512.38	9388097.87	650512.95	9388093.04
650512.19	9388095.43	650512.25	9388093.23
650510.64	9388094.17	650509.27	9388099.24
650513.51	9388095.79	650516.36	9388086.29
650516.84	9388087.39	650518.26	9388084.20
650513.30	9388081.94	650505.87	9388094.68
650506.65	9388090.92	650504.45	9388096.38
650503.13	9388086.76	650501.81	9388090.22
650502.03	9388088.72	650500.74	9388093.62
650500.61	9388089.03	650502.64	9388085.55
650500.68	9388081.84	650503.16	9388078.96
650510.46	9388104.41	650508.78	9388109.57
